# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,CODEJDRLMV,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
3.293381966100659142e+00, 3.599999999999999201e+00, -3.431803270428426117e-02, 1.399999999999999911e+00, 1.722603643809275942e-01
3.103204868896804136e+00, 3.599999999999999201e+00, -5.413352328967509924e-02, 1.399999999999999911e+00, 2.765358755368439447e-01
2.853308955034071559e+00, 3.599999999999999201e+00, -7.853722981030221428e-02, 1.399999999999999911e+00, 4.134663504172014781e-01
2.541548335954641136e+00, 3.599999999999999201e+00, -1.063301077823187585e-01, 1.399999999999999911e+00, 5.841612375912467181e-01
2.176833971771420462e+00, 3.599999999999999201e+00, -1.347310362500076519e-01, 1.399999999999999911e+00, 7.836633902842906618e-01
1.780919673011750248e+00, 3.599999999999999201e+00, -1.594413888166190119e-01, 1.399999999999999911e+00, 1.000000000000000000e+00
1.384570625166485325e+00, 3.599999999999999201e+00, -1.756450227901208971e-01, 1.399999999999999911e+00, 1.216336609715709338e+00
1.018790461072267117e+00, 3.599999999999999201e+00, -1.798525834186944228e-01, 1.399999999999999911e+00, 1.415838762408753171e+00
7.059297557859033345e-01, 3.599999999999999201e+00, -1.714000839848323632e-01, 1.399999999999999911e+00, 1.586533649582798411e+00
4.556082114481442291e-01, 3.599999999999999201e+00, -1.522423317479374982e-01, 1.399999999999999911e+00, 1.723464124463156111e+00
2.663446774838486020e-01, 3.599999999999999201e+00, -1.253615893595893538e-01, 1.399999999999999911e+00, 1.827739635619072267e+00
1.303520405730285991e-01, 3.599999999999999201e+00, -9.279732632623957644e-02, 1.399999999999999911e+00, 1.904044169930654951e+00
3.933609119097337958e-02, 3.599999999999999201e+00, -5.345838113110150391e-02, 1.399999999999999911e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
3.933609119097195017e-02, 3.599999999999999201e+00, 5.345838113110058798e-02, 1.399999999999999911e+00, 2.041733119767888294e+00
1.303520405730279053e-01, 3.599999999999999201e+00, 9.279732632623935440e-02, 1.399999999999999911e+00, 2.095955830069344827e+00
2.663446774838474918e-01, 3.599999999999999201e+00, 1.253615893595891595e-01, 1.399999999999999911e+00, 2.172260364380927733e+00
4.556082114481437850e-01, 3.599999999999999201e+00, 1.522423317479374427e-01, 1.399999999999999911e+00, 2.276535875536843889e+00
7.059297557859017802e-01, 3.599999999999999201e+00, 1.714000839848322522e-01, 1.399999999999999911e+00, 2.413466350417201589e+00
1.018790461072265785e+00, 3.599999999999999201e+00, 1.798525834186944505e-01, 1.399999999999999911e+00, 2.584161237591246607e+00
1.384570625166483770e+00, 3.599999999999999201e+00, 1.756450227901209526e-01, 1.399999999999999911e+00, 2.783663390284290440e+00
1.780919673011748916e+00, 3.599999999999999201e+00, 1.594413888166190674e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
2.176833971771418241e+00, 3.599999999999999201e+00, 1.347310362500077907e-01, 1.399999999999999911e+00, 3.216336609715709116e+00
2.541548335954638027e+00, 3.599999999999999201e+00, 1.063301077823190222e-01, 1.399999999999999911e+00, 3.415838762408752949e+00
2.853308955034069783e+00, 3.599999999999999201e+00, 7.853722981030236694e-02, 1.399999999999999911e+00, 3.586533649582798411e+00
3.103204868896801472e+00, 3.599999999999999201e+00, 5.413352328967524496e-02, 1.399999999999999911e+00, 3.723464124463156111e+00
3.293381966100657365e+00, 3.599999999999999201e+00, 3.431803270428539915e-02, 1.399999999999999911e+00, 3.827739635619072267e+00
3.432471783161309631e+00, 3.599999999999999201e+00, 1.912458121399384162e-02, 1.399999999999999911e+00, 3.904044169930655173e+00
3.531269107970505416e+00, 3.599999999999999201e+00, 7.957604727056992802e-03, 1.399999999999999911e+00, 3.958266880232111262e+00
3.600000000000000089e+00, 3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00
3.399999999999999911e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
3.335087490861031956e+00, 5.400000000000000355e+00, -7.515515575552614638e-03, 1.600000000000000089e+00, 4.173311976788848798e-02
3.241778906319012776e+00, 5.400000000000000355e+00, -1.806210447988145645e-02, 1.600000000000000089e+00, 9.595583006934514658e-02
3.110416301317289633e+00, 5.400000000000000355e+00, -3.241147533182402174e-02, 1.600000000000000089e+00, 1.722603643809275942e-01
2.930804598402536598e+00, 5.400000000000000355e+00, -5.112610532913758332e-02, 1.600000000000000089e+00, 2.765358755368439447e-01
2.694791790865511238e+00, 5.400000000000000355e+00, -7.417405037639651644e-02, 1.600000000000000089e+00, 4.134663504172014781e-01
2.400351206179383023e+00, 5.400000000000000355e+00, -1.004228795721899270e-01, 1.600000000000000089e+00, 5.841612375912467181e-01
2.055898751117452683e+00, 5.400000000000000355e+00, -1.272459786805627546e-01, 1.600000000000000089e+00, 7.836633902842906618e-01
1.681979691177764025e+00, 5.400000000000000355e+00, -1.505835338823623970e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
1.307650034879458190e+00, 5.400000000000000355e+00, -1.658869659684475417e-01, 1.600000000000000089e+00, 1.216336609715709338e+00
9.621909910126965615e-01, 5.400000000000000355e+00, -1.698607732287669703e-01, 1.600000000000000089e+00, 1.415838762408753171e+00
6.667114360200198098e-01, 5.400000000000000355e+00, -1.618778570967860930e-01, 1.600000000000000089e+00, 1.586533649582798411e+00
4.302966441454695312e-01, 5.400000000000000355e+00, -1.437844244286076434e-01, 1.600000000000000089e+00, 1.723464124463156111e+00
2.515477509569681303e-01, 5.400000000000000355e+00, -1.183970566173899452e-01, 1.600000000000000089e+00, 1.827739635619072267e+00
1.231102605411936862e-01, 5.400000000000000355e+00, -8.764191930811514319e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
3.715075279147486004e-02, 5.400000000000000355e+00, -5.048847106826253456e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
3.715075279147350695e-02, 5.400000000000000355e+00, 5.048847106826165332e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
1.231102605411930062e-01, 5.400000000000000355e+00, 8.764191930811493503e-02, 1.600000000000000089e+00, 2.095955830069344827e+00
2.515477509569671311e-01, 5.400000000000000355e+00, 1.183970566173897510e-01, 1.600000000000000089e+00, 2.172260364380927733e+00
4.302966441454690871e-01, 5.400000000000000355e+00, 1.437844244286076156e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
6.667114360200182555e-01, 5.400000000000000355e+00, 1.618778570967859820e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
9.621909910126953402e-01, 5.400000000000000355e+00, 1.698607732287669703e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
1.307650034879456857e+00, 5.400000000000000355e+00, 1.658869659684475417e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
1.681979691177762692e+00, 5.400000000000000355e+00, 1.505835338823624525e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
2.055898751117450018e+00, 5.400000000000000355e+00, 1.272459786805629212e-01, 1.600000000000000089e+00, 3.216336609715709116e+00
2.400351206179380803e+00, 5.400000000000000355e+00, 1.004228795721901768e-01, 1.600000000000000089e+00, 3.415838762408752949e+00
2.694791790865510350e+00, 5.400000000000000355e+00, 7.417405037639666909e-02, 1.600000000000000089e+00, 3.586533649582798411e+00
2.930804598402534822e+00, 5.400000000000000355e+00, 5.112610532913772210e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
3.110416301317287413e+00, 5.400000000000000355e+00, 3.241147533182509727e-02, 1.600000000000000089e+00, 3.827739635619072267e+00
3.241778906319012776e+00, 5.400000000000000355e+00, 1.806210447988306975e-02, 1.600000000000000089e+00, 3.904044169930655173e+00
3.335087490861031956e+00, 5.400000000000000355e+00, 7.515515575553825475e-03, 1.600000000000000089e+00, 3.958266880232111262e+00
3.399999999999999911e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
3.200000000000000178e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
3.138905873751561604e+00, 7.200000000000000178e+00, -7.073426424049519302e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
3.051086029476720807e+00, 7.200000000000000178e+00, -1.699962774577078173e-02, 1.800000000000000044e+00, 9.595583006934514658e-02
2.927450636533921013e+00, 7.200000000000000178e+00, -3.050491795936378231e-02, 1.800000000000000044e+00, 1.722603643809275942e-01
2.758404327908269504e+00, 7.200000000000000178e+00, -4.811868736860008128e-02, 1.800000000000000044e+00, 2.765358755368439447e-01
2.536274626696951806e+00, 7.200000000000000178e+00, -6.981087094249084635e-02, 1.800000000000000044e+00, 4.134663504172014781e-01
2.259154076404124911e+00, 7.200000000000000178e+00, -9.451565136206110940e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
1.934963530463484460e+00, 7.200000000000000178e+00, -1.197609211111178990e-01, 1.800000000000000044e+00, 7.836633902842906618e-01
1.583039709343777801e+00, 7.200000000000000178e+00, -1.417256789481057822e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
1.230729444592431276e+00, 7.200000000000000178e+00, -1.561289091467741585e-01, 1.800000000000000044e+00, 1.216336609715709338e+00
9.055915209531262278e-01, 7.200000000000000178e+00, -1.598689630388395178e-01, 1.800000000000000044e+00, 1.415838762408753171e+00
6.274931162541362850e-01, 7.200000000000000178e+00, -1.523556302087398506e-01, 1.800000000000000044e+00, 1.586533649582798411e+00
4.049850768427948888e-01, 7.200000000000000178e+00, -1.353265171092777885e-01, 1.800000000000000044e+00, 1.723464124463156111e+00
2.367508244300876585e-01, 7.200000000000000178e+00, -1.114325238751905228e-01, 1.800000000000000044e+00, 1.827739635619072267e+00
1.158684805093587733e-01, 7.200000000000000178e+00, -8.248651228999072382e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
3.496541439197634049e-02, 7.200000000000000178e+00, -4.751856100542356520e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
3.496541439197506373e-02, 7.200000000000000178e+00, 4.751856100542273253e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
1.158684805093581072e-01, 7.200000000000000178e+00, 8.248651228999052953e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
2.367508244300867148e-01, 7.200000000000000178e+00, 1.114325238751903563e-01, 1.800000000000000044e+00, 2.172260364380927733e+00
4.049850768427945003e-01, 7.200000000000000178e+00, 1.353265171092777608e-01, 1.800000000000000044e+00, 2.276535875536843889e+00
6.274931162541348417e-01, 7.200000000000000178e+00, 1.523556302087397674e-01, 1.800000000000000044e+00, 2.413466350417201589e+00
9.055915209531250065e-01, 7.200000000000000178e+00, 1.598689630388394622e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
1.230729444592429944e+00, 7.200000000000000178e+00, 1.561289091467741585e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
1.583039709343776913e+00, 7.200000000000000178e+00, 1.417256789481058377e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
1.934963530463482684e+00, 7.200000000000000178e+00, 1.197609211111180516e-01, 1.800000000000000044e+00, 3.216336609715709116e+00
2.259154076404123135e+00, 7.200000000000000178e+00, 9.451565136206135920e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
2.536274626696950474e+00, 7.200000000000000178e+00, 6.981087094249098512e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
2.758404327908268172e+00, 7.200000000000000178e+00, 4.811868736860020618e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
2.927450636533916573e+00, 7.200000000000000178e+00, 3.050491795936479886e-02, 1.800000000000000044e+00, 3.827739635619072267e+00
3.051086029476716810e+00, 7.200000000000000178e+00, 1.699962774577230135e-02, 1.800000000000000044e+00, 3.904044169930655173e+00
3.138905873751558495e+00, 7.200000000000000178e+00, 7.073426424050659016e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
3.200000000000000178e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
3.000000000000000000e+00, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
2.942724256642091252e+00, 9.000000000000000000e+00, -6.631337272546423967e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
2.860393152634428837e+00, 9.000000000000000000e+00, -1.593715101166010700e-02, 2.000000000000000000e+00, 9.595583006934514658e-02
2.744484971750552393e+00, 9.000000000000000000e+00, -2.859836058690354288e-02, 2.000000000000000000e+00, 1.722603643809275942e-01
2.586004057414002411e+00, 9.000000000000000000e+00, -4.511126940806257229e-02, 2.000000000000000000e+00, 2.765358755368439447e-01
2.377757462528391930e+00, 9.000000000000000000e+00, -6.544769150858516238e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
2.117956946628867243e+00, 9.000000000000000000e+00, -8.860842315193229179e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
1.814028309809516681e+00, 9.000000000000000000e+00, -1.122758635416730433e-01, 2.000000000000000000e+00, 7.836633902842906618e-01
1.484099727509791800e+00, 9.000000000000000000e+00, -1.328678240138491673e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
1.153808854305404363e+00, 9.000000000000000000e+00, -1.463708523251007754e-01, 2.000000000000000000e+00, 1.216336609715709338e+00
8.489920508935557830e-01, 9.000000000000000000e+00, -1.498771528489120375e-01, 2.000000000000000000e+00, 1.415838762408753171e+00
5.882747964882527603e-01, 9.000000000000000000e+00, -1.428334033206936082e-01, 2.000000000000000000e+00, 1.586533649582798411e+00
3.796735095401202464e-01, 9.000000000000000000e+00, -1.268686097899479337e-01, 2.000000000000000000e+00, 1.723464124463156111e+00
2.219538979032071868e-01, 9.000000000000000000e+00, -1.044679911329911282e-01, 2.000000000000000000e+00, 1.827739635619072267e+00
1.086267004775238604e-01, 9.000000000000000000e+00, -7.733110527186630445e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
3.278007599247782095e-02, 9.000000000000000000e+00, -4.454865094258458891e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
3.278007599247662746e-02, 9.000000000000000000e+00, 4.454865094258381175e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
1.086267004775232220e-01, 9.000000000000000000e+00, 7.733110527186612404e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
2.219538979032062986e-01, 9.000000000000000000e+00, 1.044679911329909616e-01, 2.000000000000000000e+00, 2.172260364380927733e+00
3.796735095401198024e-01, 9.000000000000000000e+00, 1.268686097899479059e-01, 2.000000000000000000e+00, 2.276535875536843889e+00
5.882747964882513170e-01, 9.000000000000000000e+00, 1.428334033206935250e-01, 2.000000000000000000e+00, 2.413466350417201589e+00
8.489920508935546728e-01, 9.000000000000000000e+00, 1.498771528489120097e-01, 2.000000000000000000e+00, 2.584161237591246607e+00
1.153808854305403031e+00, 9.000000000000000000e+00, 1.463708523251007754e-01, 2.000000000000000000e+00, 2.783663390284290440e+00
1.484099727509790689e+00, 9.000000000000000000e+00, 1.328678240138492228e-01, 2.000000000000000000e+00, 3.000000000000000000e+00
1.814028309809514905e+00, 9.000000000000000000e+00, 1.122758635416731682e-01, 2.000000000000000000e+00, 3.216336609715709116e+00
2.117956946628865467e+00, 9.000000000000000000e+00, 8.860842315193251384e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
2.377757462528391041e+00, 9.000000000000000000e+00, 6.544769150858530116e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
2.586004057414001078e+00, 9.000000000000000000e+00, 4.511126940806269026e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
2.744484971750546176e+00, 9.000000000000000000e+00, 2.859836058690450045e-02, 2.000000000000000000e+00, 3.827739635619072267e+00
2.860393152634420844e+00, 9.000000000000000000e+00, 1.593715101166153295e-02, 2.000000000000000000e+00, 3.904044169930655173e+00
2.942724256642085034e+00, 9.000000000000000000e+00, 6.631337272547492556e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
3.000000000000000000e+00, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
1.150014836649490557e-01, 1.277794262943879842e-02, -9.932831333195079049e-01, 1.349315567351059009e-01
1.123052240978791444e-01, 1.248415455019297703e-02, -9.935953313726327840e-01, 1.938966270219763810e-01
1.085809528293645854e-01, 1.208985061660394419e-02, -9.940140905413442640e-01, 2.728584492404400041e-01
1.036269431811229214e-01, 1.158685377007475509e-02, -9.945487426298659228e-01, 3.728779934575074950e-01
9.718728878146890016e-02, 1.097117454899250617e-02, -9.952056391662592594e-01, 4.896445647560500047e-01
8.879133593707466687e-02, 1.023370408346391085e-02, -9.959976756816460997e-01, 6.103761304350718842e-01
7.763326180575357005e-02, 9.361519003004695888e-03, -9.969380314860877279e-01, 7.133773491388819554e-01
6.229001412343977001e-02, 8.335176862387244645e-03, -9.980232857840415361e-01, 7.735619935709742157e-01
